t,c_hash,c_olap_mode,c_pgc,c_todo,c_wal_variant,c_graveyard,c_wal_io_hack,c_wal_fsync,c_wal_rfa,c_mv,c_wal,c_btree_hints,c_smt,c_history_tree_inserts,c_worker_threads,c_pp_threads,c_bulk_insert,tpcc_threads,c_wal_log_writers,c_tag,c_isolation_level,c_ssd_gib,run_until_tx,ch_a_start_delay_sec,c_zipf_factor,c_btree_prefix_compression,c_pin_threads,ch_a_process_delay_sec,ch_a_query,c_vi_fat_tuple_alternative,c_target_gib,ch_a_threads,tpcc_warehouse_affinity,ch_a_rounds,c_xmerge,tpcc_warehouse_count,c_vi,c_xmerge_target_pct,c_free_pct,c_partition_bits,c_vi_fat_tuple,c_dram_gib,c_run_for_seconds,c_nc_reallocation,c_xmerge_k,c_contention_split,c_cm_update_on,c_cm_period,c_wal_tuple_rfa,c_btree_heads,c_cm_slowpath_threshold
10,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
11,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
12,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
13,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
14,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
15,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
16,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
17,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
18,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
19,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
20,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
21,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
22,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
23,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
24,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
25,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
26,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
27,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
28,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
29,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
30,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
31,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
32,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
33,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
34,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
35,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
36,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
37,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
38,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
39,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
40,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
41,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
42,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
43,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
44,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
45,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
46,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
47,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
48,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
49,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
50,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
51,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
52,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
53,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
54,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
55,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
56,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
57,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
58,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
59,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
60,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
61,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
62,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
63,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
64,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
65,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
66,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
67,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
68,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
69,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
70,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
71,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
72,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
73,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
74,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
75,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
76,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
77,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
78,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
79,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
80,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
81,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
82,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
83,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
84,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
85,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
86,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
87,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
88,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
89,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
90,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
91,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
92,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
93,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
94,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
95,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
96,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
97,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
98,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
99,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
100,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
101,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
102,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
103,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
104,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
105,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
106,13302725642600765300,1,1,1,3,1,1,0,1,1,1,1,1,1,70,4,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,100,1,80.0,1,6,0,64.0,120,0,5,1,7,14,1,1,1
